ID;input1;input2;input3;input4;input5;input6;input7;input8;input9;output1;output2
992;-0.517691;1398022;0.438101;0.946091;-0.30185;1014982;1696645;1497179;-0.653548;16025683;-29354412
993;0.328337;-0.186421;0.808532;-0.122383;0.315976;0.207506;1339967;0.454802;0.151901;11240651;-30781601
994;1075439;-1032634;0.254376;-1228466;0.764018;-1160135;-0.351722;-1018753;0.541533;5142343;-16671266
995;-2292664;1670116;-125332;0.926099;-1599156;1875415;-0.220491;0.545102;-1125862;18559976;-29926535
996;-0.632515;-0.028299;0.30227;0.441707;-0.144158;0.438779;139487;0.765918;-0.271459;13940138;-30007995
997;0.760411;0.063406;1262611;-0.581878;-0.392075;0.018472;-0.191539;0.591507;1117329;7966346;-28226152
998;0.422624;-1077653;1739614;-0.492239;0.389336;-0.710365;0.051232;-0.297832;1160531;7197349;-27802508
999;-1749057;2023396;-0.938854;1414671;-178273;0.833859;-2669054;0.182633;-0.552365;23816691;-26422427
1000;0.327047;0.0755;1627285;-0.794999;0.614985;0.624584;0.642912;0.444384;103472;10309328;-30024623
1001;-0.772124;0.149176;0.830513;-0.592027;-0.724139;0.629182;169433;1245938;0.505105;14449799;-29726435
1002;2063138;-1003751;-0.088045;-1840298;1756311;-1922425;-1392917;-0.913018;0.519889;4880448;-17927039
1003;0.149291;0.898347;0.434254;-0.198843;-0.727262;0.965084;2154304;1220122;0.254853;11716061;-31205147
1004;0.104793;0.271947;101681;0.761271;0.364934;0.714553;2009016;0.81468;0.720476;12909532;-3058017
1005;0.749209;-0.114729;0.539755;-0.913342;0.468986;-0.923233;112757;0.372996;1090083;8935567;-29267245
1006;-0.356458;0.455578;0.351884;0.588646;-0.565479;1309487;19081;0.85724;0.179322;13325336;-30339312
1007;-0.547028;0.625945;-0.485462;0.44536;-0.275459;1164472;0.987374;1673614;-1000006;16938122;-28933796
1008;0.803282;-0.546932;0.792611;-0.528991;0.885869;-0.233475;-0.390952;-0.040733;1214768;6997732;-27625768
1009;-1113754;1128056;-1794665;0.73947;-1794675;151586;-0.043115;1882776;-0.720682;19904996;-28007438
1010;0.449045;0.646455;0.347574;0.149257;-0.112883;0.411943;1784163;0.330946;0.29526;1035806;-29971977
1011;0.734919;-0.175092;1331527;-0.799168;0.456316;-0.467922;1070713;0.601541;0.968151;8776416;-28863482
1012;1341092;-0.822593;-0.029458;-0.719791;1436827;-0.998781;-0.438;-108476;-0.054765;4473412;-20762623
1013;-0.799983;0.858748;0.313985;103921;-1029344;1460765;-0.420979;1317598;-0.490411;20246633;-27608011
1014;0.96425;-0.573142;0.409333;0.200792;-0.167934;0.537092;-0.606115;-0.082879;1107011;8251192;-28475084
1015;-1353957;0.550879;0.533294;-0.102707;-1597934;0.919915;1565497;1911002;-0.20101;15157488;-32712749
1016;0.524411;-1162071;0.450951;-0.961461;-0.042386;-1029364;-0.475211;-1596362;1605537;4009953;-22545033
1017;-0.770644;0.87339;0.965126;-0.058988;-0.307388;1087219;1260465;0.461548;1036425;13028488;-30315985
1018;0.311665;-0.217161;2029541;1070338;0.150612;0.432023;0.714303;-0.636659;1119285;9559866;-29461913
1019;0.49658;-0.255873;0.165094;-0.950038;118113;-0.18433;-0.066258;-0.786729;1378433;580931;-26486488
1020;-0.628903;1362217;2020215;0.532345;-0.719639;0.084043;2022147;1492034;-1717403;14215378;-29949653
1021;19861;-0.673796;0.636075;-1567543;0.797382;-1413082;-0.636576;-1741424;0.242168;5186442;-16863159
1022;-2061658;0.54201;-1129571;0.484808;-1968023;0.991329;0.145766;1253869;-0.514247;17738908;-28573443
1023;-1180008;124656;-0.740137;1130878;-1321796;0.754819;-0.312491;0.54085;-1739566;22086389;-27025677
1024;0.204359;0.137685;0.904365;-0.155277;0.268958;-0.995993;12868;0.407959;1179043;9840887;-31708404
1025;-0.467456;0.025471;124765;0.362225;0.513289;0.872185;1291066;0.465554;-0.948071;12930879;-30575791
1026;-1211467;1400808;-0.288165;0.918217;-1731048;1098829;-0.068199;1105942;-1835179;22639971;-26643935
1027;1404124;-100065;-0.206229;-1241483;1459699;-0.633966;-0.035095;-0.342493;0.641849;4537176;-23394175
1028;1311619;-0.641157;0.15748;-0.634336;154436;-1553508;-0.458465;-1038683;0.792385;362715;-20505019
1029;-1895962;1059665;-1823935;0.627379;-0.659886;1276611;-0.273504;0.711282;-1397169;21232951;-27327109
1030;-1225214;1095425;-0.39493;1178557;-0.729469;1173313;-0.842062;1082785;-0.700192;20563308;-27676969
1031;1400423;-0.911987;0.23337;-0.909391;0.91026;-0.604367;-0.872983;-1010038;1716031;4493496;-21777758
1032;-1971197;0.247525;-1229922;1666801;-1236162;1942372;-0.150102;1489498;-1393294;21125599;-27577318
1033;-1083244;1226837;-0.657;0.243846;-0.858713;1594252;-0.165351;0.624788;-1781731;19749983;-2768745
1034;-1119312;1018184;0.031998;0.441344;-1003131;0.753605;1403122;1822294;0.206469;15045007;-2974547
1035;-144125;0.752916;-1724043;0.460336;-1029734;1427866;-0.077802;2000372;-0.84887;17638522;-31366223
1036;-0.68429;0.836114;0.028316;0.630083;-1227927;1270219;0.750551;2131838;-0.848112;1830035;-28513955
1037;1349028;-1475851;0.063875;-1710008;1625072;-0.863536;-0.064717;-0.980798;0.638034;5094668;-16126548
1038;1182444;-0.984725;0.248457;-0.300056;1186335;-1268217;-0.437842;-1017526;11176;4268711;-24532258
1039;0.404747;-0.922929;0.669949;-0.934507;1257061;-0.606574;-0.757898;-0.717388;1528972;5103739;-25480031
1040;-1757949;120159;-0.735959;0.73701;-1386503;0.634407;-0.250221;0.594854;-181204;23583542;-26406915
1041;-0.797018;0.980554;-0.33501;0.369895;-1457386;1896443;-0.553408;1237186;-132922;19915814;-27936901
1042;1152078;0.723627;0.773169;-0.131691;0.188255;0.478192;1231673;0.866138;0.306514;11909698;-30961736
1043;-1339322;0.913404;-0.730185;1201378;-0.747748;1654713;-0.245855;1116514;-1670688;20039399;-27687902
1044;0.745654;-1087137;1571548;-0.389185;1191802;-0.679891;0.292623;-0.148316;1728747;5974783;-27070053
1045;-0.17761;0.366125;0.704407;0.958933;-0.609254;0.769525;0.529752;0.697128;-1530313;13907805;-30202358
1046;-0.11497;-0.915701;2121198;-0.361166;0.785883;-0.660806;-0.242555;-1605995;0.89179;6338017;-26932175
1047;0.203237;0.871206;1949569;-0.183452;-0.907062;0.917161;0.041882;0.728748;0.772193;10452874;-3060482
1048;-0.139152;-0.351309;1641531;-0.315935;-0.020407;0.195364;0.118256;0.081434;0.531802;7903395;-28243909
1049;0.802094;-156263;1855978;-0.347878;1003266;-0.444175;0.411154;-0.702839;1511342;6263257;-26812732
1050;0.276234;-0.982761;0.095113;-0.53709;1507323;-1251625;-0.669873;-1690918;0.763341;5372647;-15773731
1051;-0.080679;1001325;1961378;0.778586;-0.52531;0.681041;0.305128;0.873404;0.58029;10326371;-30570059
1052;1405057;-0.684333;0.121643;-0.596871;0.930933;-0.287482;-0.457737;-1051932;0.293924;7241211;-27964416
1053;1168645;-1577777;0.631086;-0.377253;1002089;-0.85405;-0.239195;-0.521567;1097055;4049465;-24657345
1054;-1037538;0.48421;-0.663683;0.9872;-1678992;164808;-0.279122;1623983;-0.917268;19120085;-28168203
1055;-0.873479;1315544;-0.701243;1069952;-1129353;174894;0.005434;1529626;-0.929493;19216211;-28218513
1056;-1000897;1639233;-1249828;1742365;-2216217;0.844189;-0.664417;0.742273;-1468873;23944856;-26486025
1057;-1469673;0.12747;-1330126;0.834474;-0.621438;0.078288;1417695;121229;-0.523677;13914598;-29938375
1058;1374741;-1060086;0.202855;-1276777;0.459575;-0.59691;-1768423;-1189878;0.278913;535128;-17889875
1059;0.173968;-0.362517;2124953;-0.115063;0.679966;-0.170185;0.452018;-1084219;0.645831;852363;-28513146
1060;-0.615377;0.813174;-1200971;0.949494;-0.852023;1803856;-1582693;1262118;-138795;18740118;-28297883
1061;-0.081678;0.359043;-0.474872;0.932242;-0.439896;0.999477;1327282;1617305;-1281994;13958158;-32856449
1062;0.564378;-0.099661;-0.061941;-1239329;0.044896;0.222337;-0.510489;-0.48779;1673273;8182534;-29807782
1063;-1202674;0.444517;-0.896295;107962;-1146408;1938144;-0.477385;1826738;-1008486;19748987;-27960848
1064;0.703842;0.496612;186435;0.453339;0.123372;0.49667;1818899;0.266589;0.72225;9853535;-30061547
1065;1544345;-1366492;0.342518;-10297;145652;-1277403;-0.22082;-1601755;0.553528;4259171;-16363961
1066;0.774329;-0.813789;0.439534;-0.325691;-0.350498;-0.963786;-0.012941;-0.901303;0.278261;4312512;-24531587
1067;0.274869;0.986233;1656773;0.328426;-0.181212;0.338043;1162873;0.303683;0.333756;1104063;-3094791
1068;1289541;-1136459;-0.07133;-1526704;0.815407;-0.800368;-0.580199;-2073934;0.43211;4755017;-15693883
1069;0.564772;-1166936;1024979;-0.945691;1122951;-0.703717;0.214101;-0.119687;1121213;5899584;-26719528
1070;0.564302;0.121615;2266185;0.361298;0.781742;0.514014;1308301;0.48475;1045412;938547;-29419645
1071;-0.003538;0.765381;0.442478;0.356062;-1313843;1138181;2219449;118377;0.170614;14634941;-29844438
1072;-1626071;198166;-0.898121;138977;-0.886944;0.379314;-1098614;0.143718;-1363535;23621888;-26349467
1073;0.398917;-0.488069;0.912379;-0.922354;1081928;-0.497006;0.165123;0.248257;1485863;912283;-28871368
1074;-1302054;0.910725;-0.109107;0.994916;-1073474;1003277;1308217;1355126;-0.275497;16030899;-29395436
1075;1372827;-153683;0.293929;-0.762507;0.982223;-1083115;-0.001481;-0.33211;1762004;5796759;-26333465
1076;1628071;-1469544;0.711871;-0.874855;0.248888;-0.933677;-0.151825;-0.134605;0.9479;5108787;-25035478
1077;-1116754;1280441;-0.097154;0.585378;-0.722286;0.749527;1764002;1362312;-0.594908;16110488;-29271469
1078;0.754213;0.016262;1956962;0.067357;0.57714;-0.781274;0.55492;-0.095902;1375088;10286602;-29596461
1079;-1293915;1151526;-0.968944;0.39118;-1592937;1171563;0.151392;0.362964;-1333306;22283542;-26884826
1080;0.957262;-1082756;0.431396;-1116686;1152915;-0.873945;-0.818305;-0.913777;0.736595;3466346;-22722678
1081;-0.309201;0.598374;0.742548;-0.045888;-0.709707;0.769836;2165159;1495389;-0.108685;14257722;-29867531
1082;1149923;-0.477187;0.952341;-0.709518;0.269691;-0.746238;0.237414;-1501475;1942334;5679742;-25877133
1083;-0.985046;1357524;-0.157466;1743153;-0.978473;1145178;-0.560019;0.325942;-1165607;22442477;-26910248
1084;-183079;0.344147;-1019809;0.535535;-1133611;1848748;-0.578193;1178319;-1333784;20330331;-27787362
1085;-0.026817;0.436371;-0.210478;0.141587;-0.593025;1187318;1520777;1602272;-0.141566;14315935;-3005385
1086;-1434697;1621521;-0.675125;1427154;-1249321;1243378;0.311847;0.188312;-1347659;2158748;-27158551
1087;-1567688;1026399;-0.978234;0.211537;-1299925;0.955893;0.054956;0.827684;-0.787888;19674086;-28055541
1088;1544707;-1327389;1769407;-0.547947;1110027;-0.358802;-0.307373;-0.171948;1490781;4741142;-2539822
1089;1351459;-0.618654;-0.226945;-0.376808;0.531476;-0.027424;-0.351877;0.296903;0.094152;7103394;-27519737
1090;0.31296;-0.442572;2229882;0.630009;-0.320426;1030382;1580044;1053641;0.36271;10775331;-3046017
1091;0.48888;-0.916842;0.782934;-1144107;1577608;-1402604;-297401;-1416893;0.755929;4105537;-20752665
1092;-1376337;1218115;-2529921;1090332;-0.808489;139975;-1295499;1192031;-0.829228;1964703;-28374509
1093;0.052374;-0.752943;0.8001;-147961;1194136;-1414352;-0.295634;-1067843;0.25995;4640889;-20283678
1094;-0.212225;0.150613;1909827;1039046;0.275432;0.527644;1538574;-0.653906;0.634375;12832158;-30547086
1095;-0.002749;-0.371612;1723499;0.331144;-0.675091;0.350394;0.740535;-0.35184;1127667;9721417;-29572924
1096;1162172;-1038816;-0.494121;-0.492212;1146755;-0.70525;-0.223007;-0.96978;1232744;4318381;-23808536
1097;0.239454;-0.744409;1529077;0.055003;0.186956;-0.287503;1396234;0.361105;1348799;8298017;-29823492
1098;0.77083;0.20343;1807405;0.668098;0.340022;0.842313;1254535;0.846945;0.382147;1103553;-30945869
1099;-1479832;1320292;-0.034513;0.976888;-1491811;0.780427;-0.561802;0.298526;-1086612;22867522;-26774299
1100;0.293019;0.278057;2019086;-1125588;0.441305;-0.085662;1260194;0.025607;0.816629;8966924;-29077813
1101;-1311774;0.707469;-0.37505;0.645151;-1111449;1143398;0.722432;1977553;-1750025;16513107;-30269919
1102;0.98527;-0.990534;1299051;-0.48704;1268055;-0.877337;0.365623;-0.485624;1133662;515152;-25588248
1103;-0.605138;0.751209;-0.615552;0.607637;-1097092;1140349;1211623;1385986;-1501103;17382634;-28819457
1104;0.572532;0.015093;1819621;0.358967;0.520225;0.38926;1032552;1208699;0.617724;11297024;-30846704
1105;-0.881505;0.578829;-102904;0.674631;-0.956794;162489;-0.059173;1647712;-1253371;20108113;-27875022
1106;0.154639;0.543448;0.343291;0.548675;-0.011314;0.678386;0.866366;1092663;-0.053557;12172749;-3070741
1107;-0.706918;134196;-1723688;-0.589503;-1345934;0.98026;1.05;1972856;-0.779095;15773408;-29931554
1108;-1072625;0.280137;-0.279102;-0.13747;-1385106;1611366;0.467081;2181785;-0.910504;17685572;-28744826
1109;127184;-1473541;-0.700201;-1371884;1209473;-136281;-0.482831;-1136677;0.615173;4845284;-15714626
1110;-1546928;1332943;-0.154782;0.590496;-0.530954;0.487412;-0.545867;0.209863;-1121358;2310734;-26797489
1111;1578144;-1331439;0.080003;-0.714597;1275438;-1228881;-0.660005;-1010955;0.228132;4718715;-20327943
1112;1323614;-1698352;0.05422;-0.652833;0.993343;-0.776508;-0.032533;-0.360477;0.308492;4862818;-21272082
1113;-1457152;1341595;-1280157;0.602539;-1276917;1668119;-0.804546;0.913378;-0.778836;18480592;-28479871
1114;-0.796253;0.587211;-0.117174;0.388;-1418274;0.281967;1239662;0.9089;-0.412366;15854691;-29388848
1115;1272011;-0.459545;0.007146;-0.593152;0.899492;-0.822551;0.09892;-1103372;1191229;4785236;-19442655
1116;0.35103;-1198246;0.06424;-0.774219;0.586498;-0.790763;-0.91791;-1182088;0.566958;4589363;-20768282
1117;-0.703472;0.324204;-1071136;0.90445;-1986732;1465211;-0.722609;1264243;-0.926641;18581781;-28331996
1118;-0.437798;1060128;-0.480349;0.514627;-1509996;0.567939;1542415;1686092;-0.782507;16793649;-29105922
1119;-1372034;0.685157;-106797;-0.169657;-13225;137373;0.169626;1702621;-0.964355;18759954;-28341186
1120;1310542;-1219186;0.745563;-1104338;0.65623;-1834908;-0.907066;-1648067;-0.039398;4777395;-16542798
1121;0.108004;0.192269;0.269262;0.334901;-0.729209;1370658;1592541;1216495;-0.57168;14369626;-29923897
1122;-1401161;0.431649;-1053618;0.604107;-1305304;1979773;-1366063;1459461;-1207978;21033657;-30413219
1123;0.725336;-0.63291;2204503;-0.854329;0.87749;-0.695598;0.579648;-0.394866;1697158;6176309;-27171159
1124;1052297;-1222682;0.15534;-0.356;0.951529;-1146899;-0.414966;-0.795448;1480426;4654649;-25302941
1125;0.159619;0.787198;1113708;0.450935;0.413351;1116099;1069675;1552152;0.219263;10709687;-30358742
1126;-1324256;1189802;-0.576656;1173776;-0.774097;0.888427;-0.288662;-0.011366;-0.975239;22768233;-26792967
1127;0.108822;0.250006;-0.496878;0.07906;-0.655611;0.701277;1555986;1136475;0.21714;14269997;-30883592
1128;1464099;-1373353;1126793;-1044685;1107064;-1007697;-0.082908;-0.651311;0.809129;4581802;-24344526
1129;1308272;-1190587;0.476329;-0.610598;0.616032;-1123807;0.331738;-0.901729;0.936957;5319648;-25923802
1130;-0.18222;0.153768;0.150447;0.088073;-1209858;0.538943;2254385;150828;-0.214698;14108445;-30121799
1131;-1782233;1371016;0.083942;1644572;-1300881;1077105;0.206522;0.366578;-1076278;23661531;-26456094
1132;0.836705;-0.703375;1080604;-0.646977;1187402;-0.348885;0.209122;-0.782187;1420311;4596223;-26899751
1133;0.305763;-1099796;1238605;-0.790151;-0.292909;-0.432803;0.1547;-0.486053;0.044548;7735524;-2802025
1134;0.69161;-0.037985;0.379982;0.545247;-0.348717;0.584065;1351076;0.700899;0.596069;9590955;-29680066
1135;-0.242788;1556723;-1944805;0.931533;-1811181;1331984;-0.261625;0.825786;-1819012;20740221;-27960724
1136;-0.47198;1465873;-1752671;1718121;-1614056;0.88661;-0.080937;0.452834;-1441339;22678423;-26705972
1137;1142162;-1378892;-0.270072;-0.957648;1402756;-1576163;-0.736171;-1309575;0.224161;4934757;-19256327
1138;1479991;-0.335506;0.069155;-0.619637;132819;-0.325725;0.148422;-0.154774;1378764;4349754;-23993204
1139;1471759;-1096889;0.3834;-0.976918;0.027438;-0.765023;-2114218;-1073152;0.191588;4794664;-18711721
1140;-1924299;1204591;-0.275886;0.945038;-1464209;1859981;-0.266808;1716359;-1212248;19668296;-28080806
1141;-0.044062;-1020427;253671;-0.664614;0.138438;-0.013038;0.643699;0.427823;0.434019;8048098;-28569908
1142;-0.686289;1543352;-0.659075;0.901697;-1435223;1090571;-0.142283;127288;-0.663676;21928474;-27182806
1143;1346077;-0.790221;-0.122469;-0.564217;1141944;-1145034;-28564;-0.989124;0.227489;4021644;-21868271
1144;0.397663;-1397719;0.164925;-11584;1168427;-1169917;0.249531;-0.690262;1453323;4283943;-22215559
1145;1235574;-0.99087;0.356967;-0.766054;1012038;-0.9001;-1018445;-1404703;0.624838;4943832;-19575873
1146;0.180706;-0.714123;0.91813;-1714379;0.915118;0.215982;1132658;0.178191;1517713;5751966;-26580239
1147;1338178;-0.802131;0.504424;-0.787925;0.873426;-0.528765;-0.257323;-0.080673;1209993;5627487;-26081722
1148;0.768449;-0.141088;-0.623969;-0.982934;1429946;-0.558806;-0.264947;-0.707108;0.102729;4848802;-19240963
1149;0.488365;0.547483;0.93708;0.175199;0.338871;0.675523;0.630428;0.889901;0.605082;10454859;-30100564
1150;1409578;-0.980309;0.06327;-1442122;0.214378;-0.983917;-0.699008;-1780639;0.106613;341419;-16507318
1151;1225689;-1315407;1155612;-0.528076;1072849;-0.510438;-0.39128;-1324556;1066355;4028686;-25642768
1152;0.73923;-105989;0.058755;-0.990374;0.999502;-1331105;-2661337;-1521902;0.653867;4503198;-20048399
1153;0.065765;0.551514;1038491;-0.03303;0.39344;-0.620246;-0.236863;0.799071;0.696084;10423309;-30986276
1154;-0.495322;1640735;-0.532141;0.226734;-1316642;0.341954;0.0192;0.739541;-0.970937;23821029;-26238293
1155;0.61391;-0.295607;1244481;-1199042;1239253;-0.395196;-0.388399;-128083;0.247052;6653542;-27444496
1156;0.64861;-0.200467;0.690445;-0.26571;0.519533;0.008491;-0.409378;-0.287711;167552;7568582;-27818783
1157;-0.803078;1416731;0.46687;0.483012;-0.535778;0.758944;1381152;0.833384;-1060951;1392959;-30121934
1158;1028604;-0.945561;0.542402;-0.983413;1015626;-1169923;-0.321885;-0.530513;1145884;4079183;-23476764
1159;0.913978;-1419345;0.948658;-0.812872;0.635672;-1407663;-0.160322;-0.498542;0.638584;419964;-22535037
1160;-1511016;1518795;-0.552634;1246827;-1547416;0.377168;-0.330943;-0.014747;-1300883;23624377;-26294682
1161;-0.375076;106356;0.958037;0.494559;-0.575996;1135223;2254779;1628576;0.251229;14085056;-29995046
1162;-2019938;1294048;-1301339;1497615;-1531144;0.369224;-0.063214;0.620501;-1265218;2425686;-26216455
1163;0.35371;-0.84393;1593463;-0.582204;1018567;-1653666;0.313219;-1606465;1973373;6367937;-26958451
1164;-0.139367;0.517326;-0.63244;0.576029;-0.689088;0.471117;173575;0.45849;-0.068683;13306157;-30257018
1165;-0.643624;208269;-0.857538;0.872956;-1182745;-0.192193;-0.850621;0.504762;-1233979;23882271;-26286621
1166;-0.679363;1972795;-0.284643;0.929397;-1218863;1036009;-0.000726;0.658392;-1127455;21861297;-27162134
1167;-1172295;1425535;-0.833064;1155744;-1310655;2030776;-0.41386;107566;-1432659;20615415;-2753273
1168;0.308784;0.609357;0.833282;0.805821;0.804053;0.051416;2365912;0.467482;1439761;11141074;-30969987
1169;0.949175;-0.211813;1639142;-0.658043;0.846192;0.027429;-0.418772;-0.918991;1339301;683879;-27654275
1170;0.357509;-1407861;0.714136;-0.593632;0.43267;-0.765353;-0.073616;-0.649065;0.500875;5132189;-18277816
1171;-1138331;1516778;-0.13215;1040245;-1837717;162112;-0.337892;0.500011;-1196622;21642728;-27071525
1172;0.27008;0.38774;-1363381;0.821009;-0.431581;1137606;2024908;1044778;-1674063;14638516;-29831753
1173;-1129454;0.349862;-0.775546;0.691536;-0.594105;1731102;1555728;1992398;-0.918112;17455374;-28999822
1174;-0.898772;0.626138;-1702329;0.319876;-1590956;1702027;-0.295585;1063655;-1525526;18731667;-28454303
1175;-1468414;104643;0.021164;1045371;-0.807283;0.868464;0.100784;0.604072;-2156271;24009541;-26393862
1176;-1808839;0.697291;-1090004;0.794261;-1001036;1905981;-0.038229;1030612;-1821845;21415968;-27447422
1177;0.872184;-0.565094;0.195025;-1350684;161136;-1060411;0.072095;-2245793;1315615;4925252;-24899683
1178;-1338361;1627089;-0.950788;127896;-1393088;0.595247;-0.278551;0.441818;-1732277;23786253;-26312163
1179;1035008;0.132296;1981631;0.856694;-0.640666;0.24425;0.942419;0.887687;0.025705;11621546;-30967582
1180;0.480732;-0.776585;-0.082201;-0.866053;1460593;-1785314;-0.493753;-1775191;0.265839;4341895;-2035287
1181;0.769629;-129932;1521195;-0.479202;0.318495;-0.136277;-0.014625;0.185318;0.43444;6557553;-27407257
1182;-0.323424;0.08177;1587177;-1025204;0.612254;-0.057382;1770482;1008257;0.072041;9601264;-29197638
1183;0.036062;-0.845988;1819262;-0.317431;1242669;-0.177952;-0.147473;-1400142;1150856;6300976;-26895168
1184;-1075309;0.713018;-0.838025;0.840823;-1271159;2054757;-0.573446;145264;-1060301;20472454;-31198339
1185;0.757389;-1424859;-0.773495;-0.691984;1204959;-0.35605;0.463553;-0.899142;1568782;3990549;-24268515
1186;0.794525;-0.413615;2278572;-0.040833;0.923554;-0.444856;0.539052;-0.148723;0.805768;956076;-29599247
1187;-1642507;0.071987;-0.031969;0.347052;-1306646;0.949095;0.852228;1488321;-1176388;17375166;-28898254
1188;0.706353;-0.616039;0.668143;-0.846289;0.644882;-0.368944;-0.738852;0.168447;1453259;701016;-27557376
1189;-0.754029;0.0229;-0.085139;0.335109;-0.842983;1523022;0.874023;1673138;-0.622075;16789233;-28837971
1190;-0.617956;0.911243;-0.586025;0.930844;-0.343873;-0.118807;2069915;1187935;-0.843762;14616674;-29750224
1191;-0.973523;0.857317;-0.552984;1016997;-1345761;0.946288;0.813864;1851082;-1002203;18205271;-28550562
1192;0.277681;-0.666433;1931034;-0.103346;0.932985;-0.043244;0.701329;-1044332;1310603;6927348;-2738216
1193;1282661;-0.598446;0.093088;-1328349;1202369;-0.829393;-1366688;-0.993441;0.913013;5100154;-1711941
1194;1215145;-1129238;0.520377;-1211199;1272812;-0.712783;-0.467047;-0.559669;0.224573;4449887;-20872114
1195;1557801;-1599932;-0.449805;-0.961702;1381026;-1893261;-0.454581;-1502638;0.078201;5096864;-16372307
1196;112477;-1526733;-0.624233;-0.656055;0.400601;-1107763;-0.446916;-0.607454;0.124531;4604864;-19944324
1197;0.772339;-0.945824;1792069;-0.745188;1319084;-0.386001;-0.179901;-1223005;0.353522;5991263;-26906476
1198;1557489;-0.884546;-0.533854;-0.550041;0.667616;-0.721938;-0.395857;-1060377;1683108;2917922;-22125311
1199;0.343513;-0.5446;-1754635;-0.71516;0.663049;-0.929565;0.091184;-1137057;1491636;3834328;-21599549
1200;-0.49785;125386;-0.406905;0.732364;-1500552;1427774;1007871;1378282;-0.831161;16867852;-29036059
1201;1020623;-0.45274;1005635;-1047619;1568729;-0.392347;0.12998;-0.986036;1165856;3848143;-23485012
1202;1086598;-1045462;0.064672;-0.593777;145008;-1834436;-0.332761;-0.942724;-0.625298;4268589;-21763582
1203;-0.070648;0.231748;1005044;-0.024312;0.356919;-0.216;1445342;0.56777;1182213;983875;-29692057
1204;-0.923529;0.554014;-0.013033;0.651058;-0.355838;0.711545;2256479;1322411;-0.840691;14489786;-30010166
1205;1274936;-0.874022;0.710134;-0.298585;0.462703;-0.548043;-0.092975;0.098299;0.963807;6978222;-27523591
1206;0.618347;-0.986093;-0.175324;-127808;1254651;-0.530032;0.289197;-1079875;1537347;5321709;-25897185
1207;0.269033;-0.391906;1283247;-0.053457;0.678159;0.214413;0.726078;0.512921;-0.029818;8552791;-2841212
1208;-0.597044;1609418;-0.973403;1508897;-1133846;-0.19899;-1089654;0.11523;-1211927;23700733;-26527409
1209;0.963272;-0.48082;-0.156597;-0.216137;1235581;-0.039177;0.157648;-0.734785;1632673;8141253;-2846008
1210;-2078993;0.946352;-1318054;0.385269;-1344807;1789084;-0.141905;0.957846;-102615;20184313;-27779333
1211;-0.503332;0.901069;-0.317386;0.790995;-0.739408;1647311;-0.148637;0.542303;-1016769;2199756;-2702054
1212;0.541919;-0.577096;1724084;-0.064377;-0.307432;-0.286419;0.444205;-0.346942;1239357;8438756;-28508085
1213;-1462243;1332209;-1125886;1146592;-0.921655;1625902;-0.571009;1112579;-0.911575;22571365;-26712294
1214;0.469822;-1342241;0.391617;-0.637237;-0.156113;-0.38745;-0.19728;-0.541958;1624548;6348487;-27318156
1215;1153767;-0.809667;0.540961;-14523;1474915;-1647905;-0.440445;-0.811705;2373545;4420193;-24628086
1216;-0.005618;-0.137257;0.698519;1038722;-0.176519;0.414531;1555185;0.493015;-0.424286;12609875;-30610898
1217;-0.409786;0.960385;-0.120065;0.515559;-1067868;0.962416;1518878;1189874;-0.234002;15392804;-29572999
1218;-1613821;0.516193;-1271932;0.94361;-1449644;1715192;0.641542;1737103;-0.835974;19116172;-32118127
1219;-0.166837;0.504173;0.267155;0.443661;-0.647559;1303682;2184812;1078898;-0.19824;14554193;-33892492
1220;-1430825;1048824;-15914;0.638075;-1138352;1103278;-0.310943;0.797592;-0.64509;21297753;-27458087
1221;-1376067;1082178;-0.013362;0.550803;-0.466016;1715181;1686221;1284007;-0.850796;19144517;-32203212
1222;-1305746;0.691585;-0.50247;0.057148;-152407;1124234;0.206021;1286505;-1236351;17975165;-28501035
1223;0.693839;-0.931586;1107076;-0.50295;0.36381;-0.272476;0.44559;-0.201583;1466811;5287516;-25423212
1224;-1515649;0.97209;-0.45823;0.868158;-0.64909;1772241;-0.091394;2127191;-0.607787;16083429;-29646192
1225;0.616263;-0.384372;0.336854;0.720154;-0.280867;0.102838;1488032;13406;-0.418722;12686692;-30637963
1226;1193561;0.094539;1173529;-1338645;0.304291;-0.184827;-0.134399;-1222349;0.9996;63548;-27358071
1227;1170112;-0.415438;1332662;0.060908;0.342007;-0.423012;0.258058;-0.601217;1734198;7910869;-28398193
1228;-123722;1366669;-0.206108;0.911914;-1567223;1739049;0.147217;1374771;-1813189;20013257;-2775196
1229;-1418638;1226981;-0.470798;1243477;-1140335;1286403;-0.289986;1088549;-1142432;23282709;-26526238
1230;-0.286805;0.623297;-0.086569;0.146452;-1043996;0.96383;1515385;1162786;-0.162669;13414616;-30409257
1231;1163679;-0.984627;0.509722;-1097751;1025717;-1817626;-0.539226;-133935;0.016802;4327484;-23961665
1232;-0.734253;1375355;-0.577099;-0.173193;-1480513;244277;-0.355187;1747794;-1453704;1953973;-29413145
1233;1223452;-0.737459;0.682908;-0.895862;0.9873;-0.165104;-1107732;-0.932058;1291004;4183404;-21955543
1234;-2165344;0.407912;-1879683;0.098896;-113485;1157017;1460407;147463;-0.979836;15257469;-33867978
1235;-0.353799;-0.78059;0.205708;0.409602;-0.120552;0.479534;1589107;1031607;0.403082;12782943;-3061662
